,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
2468,8476473,106.084335,-43.207821,253.726148,-16.003491,0,0.0,0.0,0.0,,0.096,16
2474,8614569,93.164062,-23.806295,230.699078,-18.734697,0,0.2023,0.208,0.0151,40.0521,0.027,42
2479,8684410,134.296875,-11.26298,238.873666,21.480772,0,0.1196,0.1213,0.0191,38.7652,0.044,42
2483,8727043,173.671875,-39.644398,287.216898,20.873756,0,0.0,0.0,0.0,,0.098,16
2489,8834794,105.29557,-52.222923,262.38118,-19.708566,0,0.1026,0.1037,0.01,38.3995,0.073,62
2492,8848545,278.784851,-42.809296,352.270082,-15.276376,0,0.0806,0.0786,0.0088,37.7604,0.065,42
2493,8917917,200.566406,-22.024313,312.311296,40.28533,0,0.2033,0.193,0.2971,39.8695,0.096,42
2494,8922835,131.132812,-23.155577,247.047322,12.022785,0,0.2628,0.3002,0.1735,40.9574,0.106,62
2497,9037865,142.382812,2.238686,231.251219,35.715526,0,0.0816,0.3603,0.6369,41.4175,0.082,42
2499,9079753,323.4375,-31.213543,15.212772,-47.005775,0,0.0905,2.4342,0.7625,46.4775,0.04,42
2501,9183851,183.515625,-35.869247,294.486165,26.388809,0,0.0,0.0,0.0,,0.071,16
2502,9210589,308.847656,-35.685333,6.882767,-35.643855,0,0.0,0.0,0.0,,0.031,16
2503,9215549,36.210938,-1.64151,168.167104,-56.079897,0,0.2622,0.2659,0.0178,40.6543,0.027,42
2513,9467509,97.910156,-19.78805,228.675977,-13.098095,0,0.0,0.0,0.0,,0.213,16
2514,9492350,280.928558,-50.86816,344.950676,-19.559116,0,0.1758,0.0907,0.0436,38.0886,0.055,42
2520,9679645,99.316406,-15.094787,224.916588,-9.895302,0,0.0,0.0,0.0,,0.29,16
2523,9727233,108.28125,-30.865255,242.941904,-9.308293,0,0.3093,0.3153,0.0073,41.08,0.114,42
2527,9768568,219.902344,-16.64604,337.004223,38.964821,0,0.1676,0.1776,0.4415,39.6694,0.071,62
2530,9815437,108.457031,1.193748,214.424466,5.525607,0,0.0,0.0,0.0,,0.145,16
2534,9873656,121.113281,-27.615883,245.577737,2.04257,0,0.0,0.0,0.0,,0.339,16
2536,9908199,301.350708,-50.67416,348.133171,-32.114306,0,0.0,0.0,0.0,,0.041,16
2538,9978123,312.578461,-48.336796,351.218515,-39.341653,0,0.3792,2.9188,0.6291,46.9544,0.033,42
2545,10249320,301.5,-46.964977,352.494821,-31.831846,0,0.0,0.0,0.0,,0.041,16
2546,10331074,333.105469,-15.713861,41.833712,-51.457297,0,0.1382,0.1405,0.0053,39.1102,0.026,42
2549,10365739,348.222656,-30.345182,18.596246,-68.203225,0,0.1942,0.5079,0.5373,42.3022,0.017,42
2550,10366036,107.753906,-4.780192,219.421079,2.158902,0,0.0,0.0,0.0,,0.384,16
2551,10401079,156.796875,-5.529265,250.618854,42.233997,0,0.0,0.0,0.0,,0.033,16
2553,10438407,8.085938,-6.429418,109.707147,-68.80948,0,0.4166,0.3907,0.0469,41.624,0.031,62
2556,10509087,130.957031,-38.300922,259.062005,2.655397,0,0.0,0.0,0.0,,0.54,16
2558,10552582,255.761719,-15.094787,6.231093,15.822913,0,0.931,0.9918,0.0288,44.078,0.451,88
2562,10691057,117.949219,-27.279613,243.823701,-0.175855,0,0.0773,0.0527,0.0166,36.8509,0.63,62
2563,10693628,189.800003,-47.945496,300.812032,14.875873,0,0.8753,0.9408,0.1509,43.9366,0.112,42
2565,10716233,111.972656,-37.544327,250.380253,-9.561128,0,0.0838,0.0885,0.0058,38.0322,0.31,42
2566,10777360,18.808594,-20.105511,161.98663,-81.11362,0,0.1316,0.1454,0.2757,39.1917,0.013,42
2568,10803573,112.851562,-35.136116,248.546577,-7.824689,0,0.0,0.0,0.0,,0.308,16
2569,10818211,77.576691,-59.867073,268.891983,-35.815536,0,0.9445,0.9569,0.0144,43.9821,0.023,88
2570,10819374,125.683594,-36.79533,255.363538,0.191235,0,0.0,0.0,0.0,,0.811,16
2571,10840631,267.1875,-10.958863,15.869742,8.588884,0,1.7099,1.3106,0.1627,44.8268,1.142,88
2572,10905347,5.273438,-35.869247,337.509992,-79.134747,0,0.4335,0.4138,0.0203,41.7715,0.011,42
2573,10916426,349.277344,0.596842,79.809032,-54.18091,0,0.5689,0.5679,0.0244,42.5943,0.04,88
2576,10960141,248.90625,-16.179399,1.202589,20.507346,0,0.0,0.0,0.0,,0.484,16
2582,11073587,206.542969,-8.687297,325.154112,51.8072,0,0.2948,0.2564,0.0919,40.565,0.037,42
2583,11087186,226.40625,-25.117701,337.659227,28.558138,0,0.0,0.0,0.0,,0.128,16
2585,11126708,128.144531,-24.95302,246.888103,8.759159,0,0.3459,0.4905,0.0518,42.2111,0.097,42
2588,11180223,30.9375,-8.536388,168.910726,-64.738028,0,0.2868,0.4183,0.1045,41.7995,0.018,42
2589,11190879,155.039062,0.447628,242.877265,44.95693,0,1.1793,1.1575,0.0265,44.4931,0.037,88
2591,11218868,164.920212,-55.107937,287.339669,4.344389,0,0.0,0.0,0.0,,0.294,16
2592,11225240,256.570679,-54.532822,334.640604,-8.20192,0,0.5582,0.5653,0.2831,42.5822,0.258,88
2596,11332773,43.242188,-25.117701,215.634486,-62.712462,0,0.3843,0.3636,0.4576,41.4406,0.016,62
2597,11362919,335.111725,-56.827923,334.382369,-50.060244,0,0.1419,0.1834,1.122,39.7465,0.017,62
2598,11363235,155.742188,-38.491302,273.540193,15.763341,0,0.1147,2.0895,0.8809,46.0734,0.073,42
2599,11414533,79.796509,-58.16037,266.676206,-34.840723,0,0.0709,2.6473,1.105,46.6984,0.022,42
2601,11417363,202.324219,-19.15501,315.157626,42.816216,0,0.1914,0.2008,0.0075,39.9657,0.079,42
2602,11435711,123.75,-25.117701,244.756929,5.381656,0,0.0874,0.1835,0.4664,39.7488,0.13,42
2604,11484152,307.089844,-9.896853,34.932987,-25.988678,0,0.985,1.0196,0.1114,44.1524,0.066,88
2606,11535014,145.653061,-44.003082,270.821644,6.784487,0,0.0,0.0,0.0,,0.237,16
2607,11540263,145.546875,-8.234748,243.71872,32.132467,0,0.3438,0.3644,0.0331,41.4467,0.028,62
2610,11664992,307.792969,-7.782714,37.383007,-25.688645,0,0.1417,0.1482,1.3183,39.2369,0.041,42
2612,11688781,1.937799,-51.062042,319.094206,-64.673343,0,1.0268,0.9452,0.1996,43.949,0.011,88
2614,11701619,126.210938,-16.49037,238.751134,12.053313,0,0.2187,0.441,0.6863,41.9355,0.075,42
2618,11810023,133.945312,-4.630479,232.684321,24.910943,0,0.2754,0.3458,0.032,41.3134,0.014,62
2620,11852734,234.492188,-1.64151,4.060139,40.681903,0,0.1663,0.1627,0.0141,39.4592,0.118,42
2633,12138847,349.263947,-53.379799,330.108885,-58.481961,0,0.1719,0.2069,0.9811,40.0392,0.011,88
2635,12159099,152.963715,-43.406857,274.641205,10.527994,0,0.0,0.0,0.0,,0.122,16
2638,12194971,220.627533,-43.605747,323.35559,14.817486,0,0.2285,0.2547,0.0983,40.5483,0.117,42
2639,12196194,39.902344,-20.105511,202.910561,-64.30594,0,0.2688,0.3029,0.0213,40.9797,0.024,88
2640,12240177,117.773438,-4.630479,224.023695,11.040094,0,0.4209,0.4049,0.0212,41.716,0.07,62
2641,12283850,29.692623,-44.20153,268.91631,-68.216391,0,0.3514,0.3594,0.0079,41.4115,0.011,88
2647,12445625,212.695312,3.134927,344.681735,59.414152,0,0.2139,0.1963,0.0234,39.9112,0.031,42
2649,12535321,359.648438,2.836105,97.837728,-57.438208,0,0.1888,0.1986,0.009,39.9391,0.021,42
2650,12552058,132.714844,-1.193748,228.739443,25.68678,0,0.0411,0.0248,0.0213,35.1721,0.019,62
2652,12561201,187.382812,-27.11186,296.941816,35.504962,0,0.1064,0.09,0.0173,38.0726,0.065,42
2653,12582878,86.132812,-29.82786,234.524946,-26.680542,0,0.1207,0.1191,0.0051,38.7227,0.031,62
2654,12594737,283.007812,-39.644398,356.569697,-17.019754,0,0.2505,0.2344,0.0089,40.344,0.057,42
2656,12622238,213.222656,-20.105511,327.726171,38.812887,0,0.0801,0.0962,0.7293,38.2252,0.073,42
2658,12666732,233.964844,-20.423615,347.177732,27.99099,0,0.0,0.0,0.0,,0.101,16
2660,12694304,127.792969,-22.669609,244.810556,9.814497,0,0.0,0.0,0.0,,0.076,16
2662,12706059,53.085938,-21.221792,212.705731,-52.98528,0,1.9547,1.8031,0.0981,45.6812,0.025,88
2665,12815824,174.400925,-49.507675,290.815651,11.619195,0,0.0,0.0,0.0,,0.143,16
2666,12830725,41.835938,-1.64151,175.308073,-52.309118,0,0.0,0.0,0.0,,0.037,16
2667,12835850,112.148438,-27.447618,241.433315,-4.74348,0,0.0,0.0,0.0,,0.496,16
2668,12934388,153.984375,-2.537361,245.07917,42.221909,0,0.4214,0.3746,0.6242,41.517,0.032,42
2671,13010366,298.17569,-48.532253,350.339758,-29.825213,0,0.2386,0.5281,0.1883,42.404,0.051,42
2673,13067683,347.695312,-15.249383,54.732662,-63.778554,0,0.1151,0.09,0.0176,38.0717,0.03,42
2675,13160209,177.539062,-17.739365,282.895218,42.735529,0,0.3479,0.3058,0.5456,41.0036,0.028,42
2677,13218347,326.425781,-20.74238,31.130415,-47.316579,0,0.1199,2.6051,0.9733,46.6561,0.03,42
2679,13243840,145.195312,-28.801123,260.064472,17.791824,0,0.0,0.0,0.0,,0.093,16
2683,13424867,357.1875,-1.64151,89.778035,-60.41361,0,0.0816,0.0824,0.015,37.8694,0.028,42
2685,13457941,240.644531,-0.298417,10.152615,36.556291,0,0.0,0.0,0.0,,0.12,16
2686,13461510,211.640625,-39.257931,318.455702,21.33854,0,0.0,0.0,0.0,,0.076,16
2687,13465284,7.771084,-43.207821,316.009965,-73.39979,0,0.1248,0.1685,0.0146,39.5435,0.005,42
2688,13470537,269.383575,-49.117878,343.538382,-12.064109,0,0.0,0.0,0.0,,0.101,16
2691,13541163,16.280487,-43.804489,294.414123,-73.096733,0,0.2683,0.2752,1.302,40.7403,0.006,42
2693,13595580,182.131577,-54.724628,296.705393,7.627508,0,0.0,0.0,0.0,,0.205,16
2694,13619009,108.457031,-16.64604,230.263019,-2.719622,0,0.0,0.0,0.0,,0.916,16
2697,13698236,258.574219,3.284369,24.417279,23.051417,0,0.3369,0.3384,0.0227,41.2587,0.152,62
2698,13719769,87.687744,-42.410164,248.635678,-28.653076,0,0.0,0.0,0.0,,0.038,16
2702,13887637,337.5,-1.044512,64.504909,-47.223633,0,0.1331,0.5991,0.2205,42.7352,0.052,42
2707,13982156,185.449219,-19.78805,293.452069,42.537437,0,0.1035,0.0854,1.0979,37.9506,0.043,62
2708,14018328,203.609863,-48.336796,310.271441,13.921194,0,0.2529,0.2641,0.0527,40.6383,0.103,62
2709,14029639,55.10593,-45.783966,253.575489,-51.836508,0,0.4711,0.4889,0.0169,42.2026,0.01,42
2713,14167712,173.467743,-55.490841,292.034588,5.731193,0,0.1509,0.1379,0.0168,39.066,0.283,42
2714,14180741,42.539062,-17.426323,199.658269,-60.961932,0,1.1282,1.3465,0.1197,44.8995,0.023,88
2718,14233571,226.230469,-3.583322,354.495684,45.504093,0,0.3284,0.3602,0.5839,41.417,0.128,42
2720,14329136,4.21875,-9.442778,96.54219,-70.522739,0,0.148,2.4935,0.5175,46.5409,0.039,42
2723,14404309,120.058594,-17.582775,236.506985,6.495422,0,0.0,0.0,0.0,,0.085,16
2724,14473678,326.965332,-57.970295,335.942096,-45.650202,0,0.1744,0.4485,0.301,41.9793,0.023,42
2725,14520707,121.536888,-44.20153,259.809323,-6.521948,0,0.0942,0.101,0.0173,38.3379,0.314,42
2726,14536106,153.808594,-7.782714,249.990109,38.538382,0,0.1144,0.1132,0.1093,38.6042,0.035,42
2728,14589258,60.117188,-15.868921,208.534321,-44.886101,0,0.1301,0.124,0.0285,38.8171,0.035,42
2732,14624104,319.570312,-18.052954,31.680822,-40.32563,0,0.0,0.0,0.0,,0.044,16
2734,14650534,120.446808,-45.98114,260.93415,-8.107639,0,0.0,0.0,0.0,,0.348,16
2735,14691393,112.324219,-3.284369,220.214549,6.89128,0,0.0,0.0,0.0,,0.089,16
2739,14721928,42.890625,-7.933337,184.519333,-55.697247,0,0.238,0.2318,0.0183,40.3165,0.045,42
2740,14739524,98.613281,-11.110882,220.980773,-8.773774,0,0.0,0.0,0.0,,0.435,16
2749,14982938,1.492891,-50.67416,320.065272,-64.914742,0,0.1476,2.1258,1.067,46.1192,0.007,42
2752,15071717,222.539062,-24.788561,334.458194,30.717377,0,0.2182,0.1913,0.1446,39.8486,0.105,42
2753,15072535,116.542969,3.284369,216.277228,13.668988,0,0.0,0.0,0.0,,0.035,16
2755,15173836,12.304688,-7.632146,121.284699,-70.496796,0,0.9172,1.033,0.2243,44.1874,0.034,88
2756,15208766,192.480469,-23.643314,302.483726,39.227114,0,0.5721,0.5993,0.0347,42.7359,0.073,88
2757,15216825,209.707031,-15.094787,326.124327,44.720865,0,0.1093,0.1119,0.0236,38.5769,0.072,42
2759,15232338,119.355469,0.596842,220.077512,14.918611,0,0.2011,0.2093,0.0239,40.0669,0.04,42
2765,15350467,307.792969,-2.686724,42.353064,-23.337745,0,0.4607,0.4984,0.0352,42.2528,0.092,42
2766,15394758,91.230469,-19.15501,225.436656,-18.607629,0,0.0,0.0,0.0,,0.098,16
2767,15406344,2.988281,-25.282602,42.490508,-80.955876,0,0.1789,0.1782,0.0063,39.6779,0.016,42
2768,15428492,28.652344,-32.442867,237.941659,-75.318372,0,0.1729,0.1717,0.0142,39.589,0.013,42
2775,15541983,95.449219,-14.169522,222.428738,-12.880207,0,0.0,0.0,0.0,,0.236,16
2777,15588716,291.621094,2.089372,38.820006,-6.825841,0,0.1022,0.1009,0.2295,38.3368,0.321,42
2779,15603210,312.011719,-22.024313,23.959318,-34.95254,0,0.0,0.0,0.0,,0.069,16
2781,15650617,33.398438,-19.629557,195.588028,-69.745226,0,0.0839,0.0844,0.0062,37.9243,0.015,42
2784,15702122,310.605469,-1.492246,44.992797,-25.21843,0,0.4246,0.4083,0.0236,41.737,0.083,42
2786,15704679,137.988281,-15.094787,244.495308,22.067473,0,0.3803,0.4082,0.0156,41.7367,0.047,42
2787,15723500,316.230469,-10.199918,39.129278,-34.232701,0,0.0738,0.0836,0.0159,37.9023,0.082,62
2788,15727305,226.081726,-51.255806,323.113611,6.333226,0,0.0,0.0,0.0,,0.47,16
2792,15758096,305.859375,-35.501846,6.544094,-33.223122,0,0.22,0.2284,0.0167,40.2796,0.044,42
2796,15858721,176.308594,-10.503271,277.611814,49.086302,0,0.0,0.0,0.0,,0.021,16
2801,15980885,93.339844,-2.089372,210.438629,-9.422754,0,0.0,0.0,0.0,,0.304,16
2805,16128233,56.851852,-44.399834,250.974642,-50.941449,0,0.2855,0.2471,0.1519,40.4731,0.009,62
2807,16196888,318.164062,-23.806295,23.940922,-40.892179,0,0.3309,0.3617,0.0115,41.4275,0.046,42
2808,16203250,292.5,-20.902014,17.966511,-17.572736,0,0.1424,0.1276,0.0216,38.8833,0.074,42
2809,16241872,60.829147,-52.99461,262.621027,-46.285005,0,0.2817,0.2426,0.1519,40.428,0.012,88
2812,16390872,270.878906,0.596842,27.943614,10.922646,0,0.0,0.0,0.0,,0.37,16
2818,16477535,74.179688,-7.933337,206.764059,-29.075733,0,0.0,0.0,0.0,,0.049,16
2824,16591957,161.367188,-19.946699,266.657843,33.905096,0,0.2847,0.6612,0.1037,42.9957,0.034,42
2825,16598333,54.84375,-22.831406,215.99069,-51.873762,0,2.1459,2.1726,0.2255,46.1769,0.019,88
2826,16651214,163.476562,-27.11186,273.024162,28.847624,0,0.0,0.0,0.0,,0.062,16
2827,16660550,30.353773,-50.480045,277.908788,-63.112145,0,0.1093,0.1215,0.5758,38.7693,0.017,42
2828,16676333,196.523438,-4.031936,309.967752,58.639456,0,0.145,0.1365,0.0165,39.0419,0.03,42
2829,16755032,358.59375,-15.558919,71.161848,-72.410134,0,0.2517,0.2374,0.8086,40.3748,0.032,42
2834,16820233,304.628906,-4.780192,38.753602,-21.525948,0,0.2713,0.2671,0.0155,40.6657,0.082,62
2835,16829513,9.667969,-14.78593,108.753304,-77.304892,0,0.2108,2.3247,0.6188,46.356,0.015,62
2838,16979142,306.738281,-25.944481,17.732662,-31.564256,0,0.1553,0.1704,0.0131,39.5702,0.048,62
2839,17010401,119.355469,-25.282602,242.763775,1.934725,0,0.0,0.0,0.0,,0.215,16
2847,17161206,55.546875,-54.340912,266.099811,-48.751657,0,0.2366,0.275,0.0151,40.7381,0.013,42
2849,17189292,36.622341,-55.107937,277.79626,-57.135143,0,0.0,0.0,0.0,,0.022,16
2851,17198090,182.636719,-30.0,292.485337,32.040922,0,0.85,0.7636,0.0367,43.3785,0.053,88
2855,17250103,10.371094,-38.300922,312.887928,-78.634235,0,0.3422,0.3053,0.0135,40.9996,0.01,62
2857,17294020,103.359375,-30.51823,240.793885,-12.994943,0,0.2393,1.205,1.2134,44.6012,0.093,42
2858,17340877,125.332031,-23.969482,244.598842,7.215929,0,0.1925,0.6108,0.105,42.7862,0.088,42
2863,17397053,22.5,-26.777105,212.786415,-81.401558,0,0.0,0.0,0.0,,0.012,16
2865,17499149,156.269531,-13.554784,257.1823,36.002166,0,0.0,0.0,0.0,,0.068,16
2866,17537874,225.914627,-43.804489,326.747484,12.868691,0,0.0,0.0,0.0,,0.124,16
2869,17596103,323.085938,-5.529265,48.193851,-38.026446,0,0.0,0.0,0.0,,0.04,16
2873,17694012,63.28125,-21.863451,217.869933,-44.111805,0,0.3196,0.3151,0.0113,41.0787,0.031,62
2874,17694609,323.4375,-9.140394,44.351264,-40.091178,0,0.1044,0.1373,0.0145,39.0569,0.032,42
2875,17723103,73.125,-10.351558,208.743257,-31.075517,0,0.2901,0.5652,0.1865,42.5818,0.07,42
2876,17787345,70.03125,-60.434441,270.484058,-39.396028,0,0.0,0.0,0.0,,0.015,16
2877,17801123,313.066406,-10.503271,37.194605,-31.560199,0,0.1824,2.4042,1.0095,46.4447,0.07,62
2880,17850620,315.703125,-30.51823,14.664624,-40.343646,0,0.5439,0.5433,0.0169,42.478,0.08,42
2882,17865751,180.941422,-45.191612,294.184376,16.86889,0,0.493,0.6291,0.0449,42.864,0.093,88
2883,17888918,217.089844,-16.64604,333.973533,40.312109,0,0.2795,0.2831,0.4337,40.8106,0.105,42
2885,17920072,75.269058,-48.336796,254.608769,-37.927022,0,0.0,0.0,0.0,,0.007,16
2890,17961961,108.457031,-31.03924,243.167474,-9.249664,0,0.0,0.0,0.0,,0.112,16
2893,17984784,349.453125,-23.155577,38.371545,-68.47546,0,0.0748,0.0736,0.0166,37.6114,0.02,42
2895,18016844,270.200012,-47.945496,344.856806,-12.000626,0,0.1793,0.1784,0.0213,39.6798,0.162,42
2896,18110877,133.59375,-35.136116,257.925913,6.288212,0,0.061,0.2514,0.8987,40.5155,0.416,42
2902,18210617,258.222656,-19.15501,4.155292,11.586335,0,1.0014,1.0443,0.0324,44.2166,0.259,88
2903,18211253,348.797455,-45.586655,342.578427,-63.435546,0,0.0,0.0,0.0,,0.008,16
2905,18217408,57.832031,-32.797169,232.477482,-50.91795,0,0.0,0.0,0.0,,0.008,16
2907,18269270,357.539062,-13.401351,73.690478,-70.164684,0,0.1273,0.1027,1.1685,38.3776,0.025,42
2912,18385881,83.222893,-59.29895,267.942372,-33.009219,0,0.1885,0.2275,0.0341,40.2706,0.04,42
2913,18393584,28.652344,-31.738394,235.249877,-75.510427,0,0.0672,0.1012,0.0093,38.3423,0.014,42
2914,18394375,320.273438,-9.442778,42.158588,-37.460362,0,0.3924,0.3782,0.0127,41.5412,0.048,42
2922,18460946,338.027344,-30.0,19.202302,-59.389388,0,0.1171,0.0768,0.0237,37.7081,0.013,62
2924,18485159,165.066376,-47.749653,284.302445,11.060381,0,0.3405,0.3737,0.0216,41.5107,0.155,42
2926,18551356,232.734375,-9.442778,355.094907,36.794956,0,0.1416,2.516,1.1784,46.5646,0.126,62
2927,18568946,186.679688,-23.480536,295.628685,39.040421,0,0.0,0.0,0.0,,0.083,16
2928,18604382,77.695312,-12.48276,213.130336,-27.907662,0,0.4455,0.3519,0.2759,41.358,0.159,88
2931,18669959,119.53125,-0.149208,220.843999,14.722579,0,0.285,0.299,0.009,40.9467,0.027,62
2932,18700484,34.346939,-44.003082,262.848774,-65.845857,0,0.1869,0.1761,0.0143,39.6498,0.014,62
2942,18997700,27.328768,-49.117878,279.858952,-65.336708,0,0.0643,0.0581,0.0253,37.0727,0.013,42
2943,19020589,97.734375,-6.429418,216.353944,-7.473285,0,0.8981,0.8942,0.0158,43.8004,0.697,88
2946,19140211,204.082031,-37.1689,312.772097,24.843622,0,2.6693,2.7079,0.2297,46.7579,0.047,88
2947,19153333,130.429688,-4.331149,230.370508,22.105004,0,0.3684,0.2633,0.7282,40.6306,0.02,42
2950,19215948,107.402344,-13.248015,226.77507,-2.056262,0,0.03,0.0676,0.0144,37.4176,0.756,42
2952,19276213,159.082031,-5.079716,252.421001,44.145438,0,0.1198,0.1265,0.2346,38.8628,0.041,42
2956,19347158,344.707031,-23.969482,33.704024,-64.458194,0,0.0453,0.0578,0.0183,37.0625,0.024,42
2957,19370388,2.285156,-28.630989,21.346197,-80.536348,0,0.073,0.1255,0.018,38.8442,0.01,42
2958,19397910,326.074219,-2.089372,53.932036,-38.728069,0,0.0,0.0,0.0,,0.046,16
2961,19451710,30.410156,-30.345182,228.893828,-74.295739,0,0.0606,0.0502,0.3625,36.7416,0.017,62
2963,19504018,86.320755,-60.623394,269.483805,-31.441625,0,0.4982,0.4312,0.0239,41.8773,0.052,42
2967,19641706,248.730469,-0.895283,14.883083,29.481952,0,0.1563,0.1598,0.324,39.417,0.1,62
2970,19692844,149.238281,-36.79533,268.217207,14.052397,0,0.135,0.0746,0.8956,37.6425,0.104,42
2971,19708179,285.820312,-9.745426,25.554621,-7.035957,0,0.124,0.0852,0.0208,37.9454,0.341,62
2972,19734519,4.394531,0.596842,105.197159,-61.103618,0,0.0649,0.0836,0.014,37.9023,0.022,42
2973,19766291,336.686737,-43.207821,354.526547,-56.703118,0,0.093,1.6753,0.3168,45.485,0.014,42
2977,19850495,70.3125,-25.778666,225.278646,-39.010339,0,0.2579,0.2591,0.0175,40.5903,0.025,62
2981,19916824,66.269531,-3.284369,197.560431,-33.763102,0,0.2441,0.2364,0.0097,40.3647,0.049,62
2985,20033231,206.367188,-25.447729,318.011892,35.836832,0,1.3351,1.2663,0.0629,44.7345,0.059,88
2989,20099667,178.769531,-18.209957,284.607316,42.6475,0,0.0,0.0,0.0,,0.033,16
2990,20102357,335.566406,-28.971533,20.822697,-57.170978,0,2.1656,1.9943,0.1435,45.9497,0.014,88
2991,20113352,78.138077,-45.191612,250.758513,-35.860115,0,0.1794,0.1402,0.1438,39.1064,0.027,42
2992,20114810,2.636719,-12.635625,87.477212,-72.629397,0,0.1509,0.1262,0.2876,38.8573,0.02,42
2993,20135303,17.578125,-4.630479,135.073901,-67.056217,0,0.103,0.1147,0.0142,38.635,0.034,42
2996,20148786,58.056995,-54.148899,264.999043,-47.467991,0,0.2721,0.2693,0.0124,40.6859,0.014,42
2999,20205676,56.114456,-59.29895,272.505697,-46.303779,0,1.2182,1.2204,0.0538,44.6354,0.021,88
3002,20228090,170.859375,-29.142223,280.754861,29.912082,0,0.0,0.0,0.0,,0.057,16
3007,20291207,110.039062,0.447628,215.818957,6.59148,0,0.824,0.9074,0.048,43.8395,0.185,88
3008,20332012,204.257812,-13.401351,319.624593,47.98717,0,0.2683,0.4806,0.4122,42.158,0.071,88
3017,20546536,5.976562,-12.177298,98.239588,-73.714707,0,1.1117,1.0142,0.1382,44.138,0.025,88
3019,20606090,150.996094,-34.953865,268.173744,16.379955,0,0.0,0.0,0.0,,0.102,16
3020,20615291,164.817078,-43.804489,282.411683,14.552716,0,0.0,0.0,0.0,,0.228,16
3027,20767388,319.570312,-10.04835,41.086532,-37.114744,0,0.0964,0.0945,0.0096,38.1831,0.064,42
3034,20874167,309.550781,-19.15501,26.271914,-31.820114,0,0.1624,0.1956,0.0276,39.9018,0.04,42
3047,21069505,85.605469,-16.024099,220.11492,-22.308398,0,0.3512,0.3977,1.1244,41.6697,0.079,42
3051,21143135,353.671875,-15.249383,62.705374,-68.573149,0,0.3704,2.9888,1.1159,47.0164,0.022,42
3059,21425008,288.932922,-59.677784,336.946467,-26.176947,0,0.146,0.1464,0.1447,39.2083,0.05,42
3062,21513930,101.25,-7.030393,218.47155,-4.624185,0,0.0,0.0,0.0,,0.447,16
3063,21514821,161.191406,-22.346588,268.081156,31.81767,0,0.1182,2.5752,0.971,46.6258,0.046,42
3064,21529571,62.867645,-52.029728,260.811794,-45.346941,0,0.2933,0.2796,0.0417,40.7794,0.013,42
3068,21585678,250.3125,-12.177298,5.509203,21.829639,0,0.0,0.0,0.0,,0.374,16
3069,21635777,219.902344,-6.880079,344.452973,47.083896,0,2.0399,1.7773,0.1898,45.6427,0.051,88
3070,21640883,189.116379,-46.571846,300.252988,16.222007,0,0.0,0.0,0.0,,0.115,16
3071,21681904,255.410156,0.0,19.606544,24.220688,0,0.0,0.0,0.0,,0.238,16
3073,21692191,197.226562,-24.132875,308.030842,38.565866,0,0.2428,0.2508,0.5802,40.5096,0.113,88
3074,21701677,31.464844,-32.442867,235.650867,-73.028155,0,0.2314,0.183,1.1882,39.7412,0.014,42
